Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
9279127,Mengkofen,Grundzentrum,6107,0,0,0,72.14,9.52,27,193
9279132,Pilsting,Grundzentrum,7087,0,0,0,99.54,12.64,21,196
9279134,Reisbach,Grundzentrum,7894,0,0,0,83.82,10.84,14,99
9279135,Simbach,Grundzentrum,4394,0,0,0,85.84,10.24,29,219
9279137,Wallersdorf,Grundzentrum,7322,0,0,0,102.89,12.51,13,133
9371113,Auerbach i.d.OPf.,Grundzentrum,9066,0,0,0,115.84,10.25,41,667
9371122,Freudenberg,Grundzentrum,4138,0,0,0,50.44,7.3,25,371
9371126,Hahnbach,Grundzentrum,5042,0,0,0,74.83,10.39,32,782
9371127,Hirschau,Grundzentrum,5643,0,0,0,75.28,9.45,27,462
9371132,Kastl,Grundzentrum,2561,0,0,0,39.47,6.83,31,383
9371135,Königstein,Grundzentrum,1719,0,0,0,48.93,7.03,17,334
9371136,Kümmersbruck,Grundzentrum,9894,0,0,0,209.18,14.99,32,1008
9371141,Neukirchen b.Sulzbach-Rosenberg,Grundzentrum,2537,0,0,0,55.44,8.19,18,316
9371146,Rieden,Grundzentrum,2623,0,0,0,81.21,9.23,6,242
9371148,Schmidmühlen,Grundzentrum,2349,0,0,0,92.85,11.7,12,148
9371150,Schnaittenbach,Grundzentrum,4260,0,0,0,67.18,7.98,23,444
9371156,Vilseck,Grundzentrum,6768,0,0,0,104.62,16.35,39,761
9372125,Falkenstein,Grundzentrum,3479,0,0,0,76.51,9.81,24,268
9372138,Lam,Grundzentrum,2708,0,0,0,81.13,8.6,10,266
9372143,Miltach,Grundzentrum,2333,0,0,0,92.47,10.42,10,123
9372144,Neukirchen b.Hl.Blut,Grundzentrum,3650,0,0,0,60.98,8.27,24,239
9372154,Rötz,Grundzentrum,3358,0,0,0,50.37,9.49,26,160
9372158,Schorndorf,Grundzentrum,2965,0,0,0,76.93,9.57,30,263
9372163,Tiefenbach,Grundzentrum,1904,0,0,0,41.54,7.2,9,85
9372164,Traitsching,Grundzentrum,4337,0,0,0,95.53,12.07,34,256
9372169,Wald,Grundzentrum,3065,0,0,0,81.11,10.48,21,236
9373113,Berg b.Neumarkt i.d.OPf.,Grundzentrum,8127,0,0,0,124.8,12.1,29,352
9373119,Deining,Grundzentrum,5269,0,0,0,73.82,9.23,25,157
9373121,Dietfurt a.d.Altmühl,Grundzentrum,6208,0,0,0,78.88,9.19,35,313
9373134,Hohenfels,Grundzentrum,2303,0,0,0,16.8,8.29,25,127
9373140,Lauterhofen,Grundzentrum,3761,0,0,0,45.33,9.63,37,134
9373146,Mühlhausen,Grundzentrum,5228,0,0,0,141.37,15.04,25,247
9373155,Postbauer-Heng,Grundzentrum,8052,0,0,0,326.65,19.76,15,358
9373156,Pyrbaum,Grundzentrum,5831,0,0,0,115.95,9.92,17,300
9373160,Seubersdorf i.d.OPf.,Grundzentrum,5335,0,0,0,78.13,9.61,19,160
9373167,Velburg,Grundzentrum,5478,0,0,0,31.19,7.82,44,138
9374111,Altenstadt a.d.Waldnaab,Grundzentrum,4707,0,0,0,213.37,13.37,18,836
9374118,Eslarn,Grundzentrum,2738,0,0,0,49.58,7.19,6,88
9374121,Floß,Grundzentrum,3446,0,0,0,63.36,8.42,23,349
9374129,Kirchenthumbach,Grundzentrum,3240,0,0,0,48.06,8.08,21,235
9374147,Pleystein,Grundzentrum,2383,0,0,0,56.2,9.25,16,201
9374164,Waidhaus,Grundzentrum,2140,0,0,0,57.34,9.57,9,120
9374166,Weiherhammer,Grundzentrum,3867,0,0,0,96.8,12.14,7,140
9375113,Alteglofsheim,Grundzentrum,3354,0,0,0,253.71,14.75,7,328
9375117,Barbing,Grundzentrum,5813,0,0,0,190.47,15.37,16,532
9375118,Beratzhausen,Grundzentrum,5648,0,0,0,77.89,9.18,31,318
9375119,Bernhardswald,Grundzentrum,5447,0,0,0,75.86,9.22,46,789
9375130,Donaustauf,Grundzentrum,4284,0,0,0,440.74,23.15,13,782
9375148,Hemau,Grundzentrum,9599,0,0,0,78.46,9.24,45,804
9375156,Kallmünz,Grundzentrum,2792,0,0,0,64.66,7.43,18,254
9375161,Köfering,Grundzentrum,2769,0,0,0,523.44,22.68,6,296
9375162,Laaber,Grundzentrum,5387,0,0,0,181.63,14.77,20,224
9375165,Lappersdorf,Grundzentrum,13568,0,0,0,393.28,16.87,45,3668
9375170,Mintraching,Grundzentrum,4917,0,0,0,91.26,9.02,20,440
9375175,Nittendorf,Grundzentrum,9352,0,0,0,279.58,18.03,30,934
9375179,Obertraubling,Grundzentrum,8729,0,0,0,351.27,18.91,24,1708
9375180,Pentling,Grundzentrum,6213,0,0,0,191.35,15.52,29,1212
9375181,Pettendorf,Grundzentrum,3529,0,0,0,143.63,11.03,16,530
9375196,Schierling,Grundzentrum,8488,0,0,0,109.64,11.79,32,785
9375199,Sinzing,Grundzentrum,7576,0,0,0,172.06,14.06,40,954
9375201,Sünching,Grundzentrum,2231,0,0,0,114.88,11.38,6,226
9375204,Tegernheim,Grundzentrum,5750,0,0,0,503.06,19.25,3,447
9375208,Wenzenbach,Grundzentrum,8987,0,0,0,301.07,16.25,29,939
9375209,Wiesent,Grundzentrum,2689,0,0,0,100.6,9.84,11,408
9375210,Wörth a.d.Donau,Grundzentrum,5014,1,1,140,95.98,11.26,29,704
9375213,Zeitlarn,Grundzentrum,5754,0,0,0,356.95,18.24,16,1018
9376116,Bodenwöhr,Grundzentrum,4446,0,0,0,81.95,9.47,16,412
9376117,Bruck i.d.OPf.,Grundzentrum,4524,0,0,0,86.24,8.69,6,162
9376160,Schönsee,Grundzentrum,2391,0,0,0,47.55,6.98,24,204
9376163,Schwarzenfeld,Grundzentrum,6422,0,0,0,167.76,13.9,16,210
9376175,Wackersdorf,Grundzentrum,5437,0,0,0,162.01,20.5,18,370
9377112,Bärnau,Grundzentrum,3061,0,0,0,41.14,7.89,25,162
9377113,Brand,Grundzentrum,1187,0,0,0,115.47,11.87,4,58
9377115,Ebnath,Grundzentrum,1281,0,0,0,116.03,10.42,4,25
9377143,Neusorg,Grundzentrum,1886,0,0,0,105.78,12.9,7,84
9377146,Plößberg,Grundzentrum,3136,0,0,0,42.26,8.87,23,198
9377148,Pullenreuth,Grundzentrum,1605,0,0,0,37.14,6.71,22,80
9377157,Waldershof,Grundzentrum,4212,0,0,0,69.77,8.56,17,149
9471111,Altendorf,Grundzentrum,2129,0,0,0,244.71,16.9,3,63
9471115,Baunach,Grundzentrum,4015,0,0,0,124.92,9.52,8,137
9471117,Bischberg,Grundzentrum,6077,0,0,0,346.27,16.52,12,527
9471119,Breitengüßbach,Grundzentrum,4457,0,0,0,264.35,24.32,9,188
9471123,Buttenheim,Grundzentrum,3729,0,0,0,124.01,11.67,11,54
9471128,Ebrach,Grundzentrum,1896,0,0,0,58.77,7.35,12,97
9471131,Frensdorf,Grundzentrum,5203,0,0,0,118.25,9.16,15,243
9471140,Hallstadt,Grundzentrum,8876,0,0,0,607.95,31.44,16,738
9471142,Heiligenstadt i.OFr.,Grundzentrum,3630,0,0,0,47.33,6.83,26,215
9471145,Hirschaid,Grundzentrum,12543,0,0,0,306.15,18.11,18,306
9471159,Memmelsdorf,Grundzentrum,8827,0,0,0,336.39,17,26,932
9471174,Rattelsdorf,Grundzentrum,4619,0,0,0,116.67,10.23,18,293
9471191,Stegaurach,Grundzentrum,7122,0,0,0,297.49,13.7,15,511
9471195,Strullendorf,Grundzentrum,7918,0,0,0,249.86,16.25,11,170
9471214,Zapfendorf,Grundzentrum,5013,0,0,0,164.15,15,12,86
9471220,Schlüsselfeld,Grundzentrum,6137,0,0,0,87.37,10.96,21,230
9472118,Betzenstein,Grundzentrum,2529,0,0,0,48.78,8.37,25,144
9472119,Bindlach,Grundzentrum,7330,0,0,0,194.95,18.59,21,619
9472121,Bischofsgrün,Grundzentrum,1909,0,0,0,227.53,18.36,6,129
9472127,Creußen,Grundzentrum,5027,0,0,0,77.49,9.57,15,128
9472131,Eckersdorf,Grundzentrum,5092,0,0,0,140.78,10.34,12,245
9472138,Fichtelberg,Grundzentrum,1818,0,0,0,352.33,31.2,7,176
9472141,Glashütten,Grundzentrum,1340,0,0,0,379.6,22.66,4,89
9472167,Mistelgau,Grundzentrum,3921,0,0,0,92.24,10,20,302
9472179,Pottenstein,Grundzentrum,5263,0,0,0,71.81,9.33,35,356
9472190,Speichersdorf,Grundzentrum,5886,0,0,0,111.25,12.23,7,168
9472197,Waischenfeld,Grundzentrum,3105,0,0,0,53.6,7.06,19,82
9472198,Warmensteinach,Grundzentrum,2300,0,0,0,70.53,8.16,13,303
9472199,Weidenberg,Grundzentrum,5816,0,0,0,84.41,10.54,17,297
9473120,Dörfles-Esbach,Grundzentrum,3595,0,0,0,938.64,48.04,8,471
9473121,Ebersdorf b.Coburg,Grundzentrum,6218,0,0,0,235.89,19.04,11,458
9473134,Grub a.Forst,Grundzentrum,2806,0,0,0,234.42,20.97,7,266
9473141,Lautertal,Grundzentrum,4520,1,1,0,148.93,13.51,15,493
9473144,Meeder,Grundzentrum,3638,0,0,0,49.44,8.82,20,132
9473153,Niederfüllbach,Grundzentrum,1492,0,0,0,576.06,39,5,284
9473158,Bad Rodach,Grundzentrum,6606,1,1,0,85.07,9.8,24,160
9473165,Seßlach,Grundzentrum,3908,0,0,0,53.88,8.51,25,245
9473166,Sonnefeld,Grundzentrum,4538,0,0,0,130.82,14.18,20,217
9473170,Untersiemau,Grundzentrum,4215,0,0,0,205.71,19.47,18,309
9473174,Weidhausen b.Coburg,Grundzentrum,3174,0,0,0,330.28,24.66,6,81
9473175,Weitramsdorf,Grundzentrum,5138,0,0,0,152.46,14.57,10,395
9474123,Eggolsheim,Grundzentrum,6582,0,0,0,134.63,12.7,26,710
9474129,Gößweinstein,Grundzentrum,4316,0,0,0,74.81,8.67,43,584
9474132,Gräfenberg,Grundzentrum,4294,0,0,0,113.51,11.5,23,379
9474134,Hausen,Grundzentrum,3799,0,0,0,280.78,16.26,7,489
9474135,Heroldsbach,Grundzentrum,5147,0,0,0,329.72,17.55,17,595
9474140,Igensdorf,Grundzentrum,5161,0,0,0,179.01,14.15,21,450
9474143,Kirchehrenbach,Grundzentrum,2219,0,0,0,270.28,15.35,3,100
9474154,Neunkirchen a.Brand,Grundzentrum,8131,0,0,0,308.11,16.71,15,687
9474161,Pretzfeld,Grundzentrum,2379,0,0,0,98.27,9.21,14,407
9475112,Bad Steben,Grundzentrum,3369,0,0,0,130.38,13.66,13,189
9475113,Berg,Grundzentrum,2030,0,0,0,52.19,12.08,22,153
9475123,Feilitzsch,Grundzentrum,2726,0,0,0,90.21,10.69,10,113
9475128,Geroldsgrün,Grundzentrum,2644,0,0,0,169.7,14.57,10,123
9475142,Konradsreuth,Grundzentrum,3220,0,0,0,74.47,9.14,13,83
9475146,Lichtenberg,Grundzentrum,1023,0,0,0,108.03,13.2,6,103
9475158,Oberkotzau,Grundzentrum,5382,0,0,0,250.21,17.81,7,322
9475161,Regnitzlosau,Grundzentrum,2263,0,0,0,56.72,10.03,2,4
9475165,Schauenstein,Grundzentrum,1878,0,0,0,70.44,8.89,5,97
9475168,Schwarzenbach a.d.Saale,Grundzentrum,6878,0,0,0,116.22,12.76,18,399
9475169,Schwarzenbach a.Wald,Grundzentrum,4417,0,0,0,120.35,13,13,207
9475171,Selbitz,Grundzentrum,4249,0,0,0,153.12,16.9,9,123
9475174,Sparneck,Grundzentrum,1573,0,0,0,96.15,10.15,5,71
9475175,Stammbach,Grundzentrum,2345,0,0,0,67.64,10.79,12,127
9475182,Trogen,Grundzentrum,1426,0,0,0,115.75,15.75,3,42
9476146,Küps,Grundzentrum,7802,0,0,0,218.97,17.23,1,49
9476154,Mitwitz,Grundzentrum,2802,0,0,0,84.42,8.95,7,38
9476159,Nordhalben,Grundzentrum,1664,0,0,0,75.88,9.17,6,6
9476164,Pressig,Grundzentrum,3886,0,0,0,73.06,8.23,3,72
9476175,Steinbach a.Wald,Grundzentrum,3043,0,0,0,84.18,10.43,1,36
9476177,Steinwiesen,Grundzentrum,3370,0,0,0,61.25,7.12,0,0
9476178,Stockheim,Grundzentrum,4853,0,0,0,191.36,15.81,1,36
9476179,Tettau,Grundzentrum,2009,0,0,0,84.41,9.62,6,39
9476180,Teuschnitz,Grundzentrum,1927,1,1,0,56.26,6.66,,
9476183,Marktrodach,Grundzentrum,3705,0,0,0,111.19,10.26,1,1
9476184,Wallenfels,Grundzentrum,2568,0,0,0,56.25,7.58,0,0
9476185,Weißenbrunn,Grundzentrum,2796,0,0,0,105.87,11.74,6,41
9476189,Wilhelmsthal,Grundzentrum,3549,0,0,0,82.71,8.69,,
9477124,Kasendorf,Grundzentrum,2451,0,0,0,62.85,9.13,10,121
9477136,Mainleus,Grundzentrum,6510,0,0,0,131.75,12.1,21,266
9477138,Marktleugast,Grundzentrum,3137,0,0,0,92.62,9.63,16,193
9477142,Neudrossenfeld,Grundzentrum,3775,0,0,0,75.12,10.45,16,507
9477143,Neuenmarkt,Grundzentrum,2947,0,0,0,155.51,15.78,5,113
9477148,Presseck,Grundzentrum,1712,0,0,0,31.23,6.59,11,105
9477156,Stadtsteinach,Grundzentrum,3205,0,0,0,80.53,10.35,9,193
9477157,Thurnau,Grundzentrum,4131,0,0,0,64.37,10.31,22,167
9477159,Untersteinach,Grundzentrum,1787,0,0,0,156.34,17.5,5,180
9477163,Wirsberg,Grundzentrum,1858,0,0,0,107.96,10.23,7,20
9478120,Ebensfeld,Grundzentrum,5552,0,0,0,80.79,10.61,24,271
9478127,Hochstadt a.Main,Grundzentrum,1615,0,0,0,117.2,15.24,7,130
9478144,Marktzeuln,Grundzentrum,1606,0,0,0,234.11,18.95,,
9478145,Michelau i.OFr.,Grundzentrum,6233,0,0,0,322.12,22.27,1,55
9478155,Redwitz a.d.Rodach,Grundzentrum,3386,0,0,0,230.97,17.94,8,103
9479112,Arzberg,Grundzentrum,5062,0,0,0,117.2,12.04,16,339
9479127,Hohenberg a.d.Eger,Grundzentrum,1421,0,0,0,90.74,9.58,6,96
9479129,Kirchenlamitz,Grundzentrum,3153,0,0,0,65.04,8.68,14,232
9479135,Marktleuthen,Grundzentrum,2899,0,0,0,81.71,9.81,8,197
9479145,Röslau,Grundzentrum,2076,0,0,0,69.59,8.62,8,172
9479147,Schirnding,Grundzentrum,1147,0,0,0,69.47,11.87,7,121
9479150,Schönwald,Grundzentrum,3183,0,0,0,165.87,14.96,5,92
9479158,Thiersheim,Grundzentrum,1747,0,0,0,71.54,12.04,11,192
9479161,Tröstau,Grundzentrum,2165,0,0,0,112.23,14.46,10,186
9479166,Weißenstadt,Grundzentrum,3072,0,0,0,72.74,9.21,19,252
9571115,Bechhofen,Grundzentrum,6185,0,0,0,100,9.86,25,294
9571132,Dentlein a.Forst,Grundzentrum,2361,0,0,0,131.09,11.66,11,89
9571135,Dietenhofen,Grundzentrum,5716,0,0,0,89.41,10.32,22,401
9571141,Ehingen,Grundzentrum,1964,0,0,0,41.26,6.53,9,85
9571146,Flachslanden,Grundzentrum,2378,0,0,0,58.1,8.14,21,181
9571166,Herrieden,Grundzentrum,8304,0,0,0,101.69,10.51,41,561
9571174,Leutershausen,Grundzentrum,5669,0,0,0,67.43,9.78,48,646
9571175,Lichtenau,Grundzentrum,3841,0,0,0,92.89,13.95,9,69
9571177,Merkendorf,Grundzentrum,3071,0,0,0,117.8,13.5,12,133
9571190,Petersaurach,Grundzentrum,5050,0,0,0,120.78,13.18,12,353
9571198,Schillingsfürst,Grundzentrum,2825,0,0,0,102.73,10.98,14,190
9571199,Schnelldorf,Grundzentrum,3671,0,0,0,71.38,11.94,23,209
9571214,Wassertrüdingen,Grundzentrum,6309,0,0,0,117.77,10.4,18,243
9571216,Weidenbach,Grundzentrum,2452,0,0,0,112.94,11.42,10,109
9571224,Wilburgstetten,Grundzentrum,2151,0,0,0,85.09,13.37,10,208
9571229,Wolframs-Eschenbach,Grundzentrum,3178,0,0,0,124.77,11.07,8,89
9572111,Adelsdorf,Grundzentrum,9352,0,0,0,295.2,15.21,19,987
9572115,Baiersdorf,Grundzentrum,8076,0,0,0,683.83,28.7,13,617
9572120,Buckenhof,Grundzentrum,3157,0,0,0,2271.22,55.4,2,684
9572121,Eckental,Grundzentrum,14705,2,2,430,494.78,22.71,30,1306
9572130,Hemhofen,Grundzentrum,5433,0,0,0,804.89,31.85,5,549
9572131,Heroldsberg,Grundzentrum,8582,0,0,0,773.85,29.58,11,329
9572133,Heßdorf,Grundzentrum,3737,0,0,0,150.87,12.03,11,471
9572143,Mühlhausen,Grundzentrum,1847,0,0,0,111.27,12.11,6,117
9572149,Röttenbach,Grundzentrum,4782,0,0,0,616.24,25.64,5,509
9572154,Spardorf,Grundzentrum,2253,0,0,0,699.69,24.84,0,0
9572158,Uttenreuth,Grundzentrum,5070,0,0,0,852.1,30.59,4,768
9572160,Wachenroth,Grundzentrum,2341,0,0,0,101.04,12.47,13,207
9572164,Weisendorf,Grundzentrum,6831,0,0,0,185.88,11.07,21,1276
9573114,Cadolzburg,Grundzentrum,11414,0,0,0,251.47,14.39,29,566
9573115,Großhabersdorf,Grundzentrum,4434,1,1,90,124.97,10.15,13,405
9573120,Langenzenn,Grundzentrum,10887,0,0,0,234.99,16.73,16,294
9573125,Roßtal,Grundzentrum,10083,0,0,0,227.4,15.02,27,722
9573130,Veitsbronn,Grundzentrum,6738,0,0,0,416.44,20.64,10,511
9573133,Wilhermsdorf,Grundzentrum,5538,0,0,0,207.88,13.89,15,235
9574117,Burgthann,Grundzentrum,11771,0,0,0,300.36,16.79,24,789
9574139,Leinburg,Grundzentrum,6838,0,0,0,232.27,13.89,18,716
9574140,Neuhaus a.d.Pegnitz,Grundzentrum,2826,0,0,0,121.29,12.32,11,181
9574147,Pommelsbrunn,Grundzentrum,5450,0,0,0,108.89,10.71,27,514
9574152,Röthenbach a.d.Pegnitz,Grundzentrum,12531,0,0,0,876.91,35.62,12,626
9574155,Schnaittach,Grundzentrum,8516,0,0,0,172.6,13.5,21,303
9574156,Schwaig b.Nürnberg,Grundzentrum,9059,0,0,0,1535.42,55.42,7,366
9574160,Velden,Grundzentrum,1813,0,0,0,84.96,9.65,3,47
9575115,Burgbernheim,Grundzentrum,3483,0,0,0,82.34,11.39,6,116
9575116,Burghaslach,Grundzentrum,2702,0,0,0,61.45,9.71,9,83
9575118,Diespeck,Grundzentrum,3835,0,0,0,182.62,14.95,12,296
9575121,Emskirchen,Grundzentrum,6168,0,0,0,91.66,10.7,17,188
9575145,Markt Erlbach,Grundzentrum,5719,0,0,0,93.92,9.84,14,155
9575161,Scheinfeld,Grundzentrum,4846,0,0,0,107.4,10.84,19,265
9575165,Sugenheim,Grundzentrum,2377,0,0,0,37.5,7.31,11,110
9575167,Uehlfeld,Grundzentrum,3152,0,0,0,100.93,10.28,14,227
9576111,Abenberg,Grundzentrum,5607,0,0,0,115.82,12.44,22,704
9576113,Allersberg,Grundzentrum,8457,0,0,0,141.66,12.09,32,644
9576121,Georgensgmünd,Grundzentrum,6872,1,2,285,146.56,12.86,35,858
9576122,Greding,Grundzentrum,7148,0,0,0,68.91,9.98,36,181
9576126,Heideck,Grundzentrum,4659,0,0,0,79.45,9,22,210
9576132,Schwanstetten,Grundzentrum,7284,0,0,0,225.16,10.14,12,904
9576147,Spalt,Grundzentrum,5204,0,0,0,93.48,9.54,31,402
9576148,Thalmässing,Grundzentrum,5402,0,0,0,67.06,10.12,38,258
9577125,Ellingen,Grundzentrum,3991,0,0,0,127.71,14.98,10,181
9577140,Heidenheim,Grundzentrum,2619,0,0,0,50.11,8.76,18,243
9577149,Markt Berolzheim,Grundzentrum,1333,0,0,0,91.55,10.1,2,47
9577151,Nennslingen,Grundzentrum,1423,0,0,0,64.77,9.56,6,26
9577158,Pappenheim,Grundzentrum,3969,0,0,0,61.71,8.35,15,226
9577161,Pleinfeld,Grundzentrum,7784,0,0,0,109.08,11.67,32,232
9671112,Bessenbach,Grundzentrum,5667,0,0,0,189.09,12.05,16,890
9671114,Karlstein a.Main,Grundzentrum,8027,0,0,0,633.54,29.44,13,909
9671120,Glattbach,Grundzentrum,3402,0,0,0,963.74,30.59,9,372
9671122,Großostheim,Grundzentrum,16342,0,0,0,368.81,19.27,26,2338
9671124,Haibach,Grundzentrum,8592,0,0,0,1168.98,36.6,12,1121
9671126,Heigenbrücken,Grundzentrum,2346,0,0,0,348.59,21.4,8,246
9671127,Heimbuchenthal,Grundzentrum,2241,0,0,0,130.75,8.69,7,291
9671133,Johannesberg,Grundzentrum,4006,0,0,0,293.91,15.48,17,600
9671134,Kahl a.Main,Grundzentrum,8437,0,0,0,792.95,33.55,7,474
9671136,Kleinostheim,Grundzentrum,8341,0,0,0,600.5,31.17,14,694
9671139,Laufach,Grundzentrum,5317,0,0,0,340.83,18.65,10,294
9671140,Mainaschaff,Grundzentrum,9075,0,0,0,1243.15,41.64,18,1476
9671141,Mespelbrunn,Grundzentrum,2333,0,0,0,150.32,8.51,9,405
9671152,Schöllkrippen,Grundzentrum,4338,0,0,0,343.2,19.62,13,594
9671155,Stockstadt a.Main,Grundzentrum,8061,0,0,0,427.19,28.19,16,705
9671156,Waldaschaff,Grundzentrum,4266,0,0,0,647.34,30.65,7,467
9672112,Bad Bocklet,Grundzentrum,4702,0,0,0,124,10.97,12,198
9672117,Burkardroth,Grundzentrum,7511,0,0,0,108.62,10.24,24,231
9672121,Elfershausen,Grundzentrum,2831,0,0,0,81.12,12.55,8,138
9672122,Euerdorf,Grundzentrum,1501,0,0,0,91.92,13.04,6,80
9672131,Maßbach,Grundzentrum,4377,0,0,0,73.8,11.89,16,78
9672135,Münnerstadt,Grundzentrum,7596,0,0,0,81.58,10.55,27,429
9672139,Oberthulba,Grundzentrum,5125,0,0,0,97.66,11.41,14,161
9672140,Oerlenbach,Grundzentrum,5034,0,0,0,150.63,15.53,9,235
9672163,Wildflecken,Grundzentrum,2935,0,0,0,37.84,13.2,9,142
9672166,Zeitlofs,Grundzentrum,2060,0,0,0,50.35,7.46,15,180
9673117,Bischofsheim i.d.Rhön,Grundzentrum,4799,0,0,0,70.89,9.23,15,272
9673123,Fladungen,Grundzentrum,2166,0,0,0,46.74,8.48,13,139
9673149,Oberelsbach,Grundzentrum,2660,0,0,0,39.32,6.46,8,172
9673153,Ostheim v.d.Rhön,Grundzentrum,3323,0,0,0,81.35,11.36,7,89
9673160,Saal a.d.Saale,Grundzentrum,1583,0,0,0,73.39,9.5,3,46
9673175,Unsleben,Grundzentrum,930,0,0,0,104.26,13.9,3,28
9674129,Ebelsbach,Grundzentrum,3759,0,0,0,145.87,13.97,8,159
9674133,Eltmann,Grundzentrum,5473,0,0,0,134.11,13.23,13,121
9674149,Hofheim i.UFr.,Grundzentrum,5116,0,0,0,90.81,11.5,19,208
9674163,Knetzgau,Grundzentrum,6594,0,0,0,107.1,11.71,17,175
9674164,Königsberg i.Bay.,Grundzentrum,3624,0,0,0,58.56,9.26,14,221
9674171,Maroldsweisach,Grundzentrum,3210,0,0,0,44.67,8.36,20,176
9674187,Rauhenebrach,Grundzentrum,2836,0,0,0,46.44,7.07,14,159
9674221,Zeil a.Main,Grundzentrum,5662,1,1,103,158.73,12.98,10,130
9675117,Dettelbach,Grundzentrum,7261,1,8,2338,119.15,14.24,25,375
9675127,Geiselwind,Grundzentrum,2647,0,0,0,54.3,12.7,21,88
9675139,Iphofen,Grundzentrum,4859,0,0,0,62.25,9.49,16,304
9675147,Marktbreit,Grundzentrum,3986,0,0,0,197.72,16.82,3,177
9675165,Schwarzach a.Main,Grundzentrum,3671,0,0,0,173.9,17.1,7,164
9675178,Wiesentheid,Grundzentrum,4969,0,0,0,148.91,14.8,8,235
9676112,Amorbach,Grundzentrum,3933,0,0,0,77.27,7.43,18,428
9676116,Bürgstadt,Grundzentrum,4319,0,0,0,248.5,15.25,12,339
9676118,Dorfprozelten,Grundzentrum,1734,0,0,0,153.05,10.94,2,52
9676119,Eichenbühl,Grundzentrum,2522,0,0,0,80.76,11.34,12,213
9676123,Eschau,Grundzentrum,3922,0,0,0,102.91,8.13,18,669
9676125,Großheubach,Grundzentrum,5122,0,0,0,271.01,15.03,11,382
9676126,Großwallstadt,Grundzentrum,4066,0,0,0,290.01,18.33,7,398
9676132,Kleinheubach,Grundzentrum,3698,0,0,0,389.67,25.18,7,262
9676133,Kleinwallstadt,Grundzentrum,5680,0,0,0,359.72,16.28,10,378
9676136,Leidersbach,Grundzentrum,4795,0,0,0,241.68,12.25,19,672
9676140,Mömlingen,Grundzentrum,4913,0,0,0,266.29,11.87,7,461
9676141,Mönchberg,Grundzentrum,2572,0,0,0,106.5,8.99,7,240
9676144,Niedernberg,Grundzentrum,4902,0,0,0,314.23,22.05,7,443
9676158,Stadtprozelten,Grundzentrum,1555,0,0,0,143.05,9.38,7,160
9676160,Sulzbach a.Main,Grundzentrum,7426,0,0,0,372.6,16.06,19,952
9677114,Arnstein,Grundzentrum,8257,0,0,0,73.66,10.03,23,573
9677122,Burgsinn,Grundzentrum,2333,0,0,0,45.47,5.36,5,119
9677129,Frammersbach,Grundzentrum,4597,0,0,0,239.55,13.71,15,361
9677151,Kreuzwertheim,Grundzentrum,3931,0,0,0,196.65,15.16,14,243
9677203,Zellingen,Grundzentrum,6511,0,0,0,157.12,12.09,11,417
9678135,Gochsheim,Grundzentrum,6433,0,0,0,311.22,23.95,9,383
9678174,Schonungen,Grundzentrum,7784,0,0,0,96.08,10,29,728
9678175,Schwanfeld,Grundzentrum,1774,0,0,0,147.96,12.34,4,64
9678176,Schwebheim,Grundzentrum,4179,0,0,0,515.93,30.12,7,329
9678178,Sennfeld,Grundzentrum,4612,0,0,0,660.74,33.38,15,618
9678181,Stadtlauringen,Grundzentrum,4155,0,0,0,65.32,9.81,4,11
9678192,Wasserlosen,Grundzentrum,3377,0,0,0,65.83,10.94,14,138
9678193,Werneck,Grundzentrum,10146,0,0,0,137.91,15.03,29,437
9679114,Aub,Grundzentrum,1403,0,0,0,79.99,10.38,5,71
9679117,Bergtheim,Grundzentrum,3875,0,0,0,146.34,11.52,3,107
9679124,Eibelstadt,Grundzentrum,3120,0,0,0,441.3,25.04,4,139
9679130,Estenfeld,Grundzentrum,5450,0,0,0,300.61,18.64,14,677
9679136,Gerbrunn,Grundzentrum,6534,0,0,0,1423.53,35.73,11,989
9679138,Giebelstadt,Grundzentrum,5739,0,0,0,119.44,14.13,14,460
9679144,Helmstadt,Grundzentrum,2674,0,0,0,117.28,13.11,8,206
9679147,Höchberg,Grundzentrum,9592,0,0,0,1270.46,40.4,22,2815
9679153,Kirchheim,Grundzentrum,2296,0,0,0,120.97,10.8,4,75
9679155,Kleinrinderfeld,Grundzentrum,2141,0,0,0,276.61,17.44,7,194
9679164,Neubrunn,Grundzentrum,2325,0,0,0,87.6,8.82,2,52
9679176,Reichenberg,Grundzentrum,4274,0,0,0,122.85,11.33,17,586
9679180,Rimpar,Grundzentrum,7820,0,0,0,214.78,11.92,16,887
9679182,Röttingen,Grundzentrum,1661,0,0,0,61.04,8.75,5,52
9679185,Rottendorf,Grundzentrum,5494,0,0,0,370.47,22.12,14,434
9679202,Veitshöchheim,Grundzentrum,9634,0,0,0,895.35,40.52,20,1245
9771112,Affing,Grundzentrum,5599,0,0,0,124.92,10.98,18,793
9771114,Aindling,Grundzentrum,4701,0,0,0,149.81,11.7,17,377
9771122,Dasing,Grundzentrum,5846,0,0,0,143.18,13.79,18,270
9771142,Kissing,Grundzentrum,11691,0,0,0,505.67,20.37,12,1059
